Glycan_ID	Glycan_Structure
G_14853	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14854	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14855	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14856	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_14857	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_14858	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_14859	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14860	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14861	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14862	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14863	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14864	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14865	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14866	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14867	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14868	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14869	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14870	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14871	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14872	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14873	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14874	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14875	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14876	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14877	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14878	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14879	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14880	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14881	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14882	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14883	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14884	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14885	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14886	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_14887	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14888	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14889	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14890	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14891	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14892	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14893	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14894	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14895	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14896	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14897	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14898	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14899	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14900	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_14901	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14902	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14903	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_14904	{(b1-4)GlcNAc{(b1-4)Man{(a1-6)Man[{(a1-6)Man}]{(a1-3)Man}}}}
G_14905	{(b1-4)GlcNAc{(b1-4)Man{(a1-6)Man[{(a1-6)Man{(a1-2)Man}}]{(a1-3)Man}}}}
G_14906	{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(a1-3)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}
G_14907	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(a1-3)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}
G_14908	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)Neu5Ac}}}}]{(a1-3)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}
G_14909	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man{(b1-2)GlcNAc[{(a1-3)Fuc}]{(b1-4)Gal[{(a1-2)Fuc}]{(a1-3)GalNAc}}}}}}
G_14910	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}]{(a1-3)Man{(b1-2)GlcNAc[{(a1-3)Fuc}]{(b1-4)Gal[{(a1-2)Fuc}]{(a1-3)GalNAc}}}}}}
G_14911	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}]{(a1-3)Man{(b1-2)GlcNAc[{(a1-3)Fuc}]{(b1-4)Gal[{(a1-2)Fuc}]{(a1-3)GalNAc}}}}}}
G_14912	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man{(b1-2)GlcNAc[{(a1-3)Fuc}]{(b1-4)Gal[{(a1-2)Fuc}]{(a1-3)GalNAc}}}}}}
G_14913	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man{(b1-2)GlcNAc[{(a1-3)Fuc}]{(b1-4)Gal[{(a1-2)Fuc}]{(a1-3)GalNAc}}}}}}
G_14914	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc[{(a1-3)Fuc}]{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc[{(a1-3)Fuc}]{(b1-4)Gal{(b1-6)GlcNAc[{(a1-3)Fuc}]{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}
G_14915	{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}
G_14916	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)GalNAc{(a2-6)Neu5Ac}}}}]{(a1-3)Man{(b1-2)GlcNAc{(b1-4)GalNAc}}}}}
G_14917	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a1-2)Fuc}}}}]{(a1-3)Man{(b1-2)GlcNAc{(b1-4)Gal{(a1-2)Fuc}}}}}}
G_14918	{(b1-4)GlcNAc{(b1-4)GlcNAc{(b1-4)GlcNAc}}}
G_14919	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(b1-4)GlcNAc{(a1-3)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)Neu5Ac}}}}}}}
G_14920	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}]{(b1-4)GlcNAc{(a1-3)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)Neu5Ac}}}}}}}
G_14921	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}]{(b1-4)GlcNAc{(a1-3)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)Neu5Ac}}}}}}}
G_14922	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(b1-4)GlcNAc{(a1-3)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)Neu5Ac}}}}}}}
G_14923	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(b1-4)GlcNAc{(a1-3)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)Neu5Ac}}}}}}}
G_14924	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(b1-4)GlcNAc{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}}
G_14925	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(b1-4)GlcNAc{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}}
G_14926	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(b1-4)GlcNAc{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}}
G_14927	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(b1-4)GlcNAc{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}}
G_14928	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(b1-4)GlcNAc{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}}
G_14929	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(b1-4)GlcNAc{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}}
G_14930	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(b1-4)GlcNAc{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}}
G_14931	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(b1-4)GlcNAc{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}}
G_14932	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(b1-4)GlcNAc{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}}
G_14933	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}]{(b1-4)GlcNAc{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}}}
